subject,spam_label
Your old TV setup is outdated… try this 👇 #5290677042 🔥,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts ✅,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 (Limited Time),1
Payment received – thank you,0
Payment received – thank you,0
Assignment feedback for Data Structures,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained (Limited Time)",1
Re: Question about feature flags,0
Reminder: Doctor appointment on 3/11/2023 at 11:30 AM,0
Notes from today's lecture – Kubernetes scaling,0
Reminder: Doctor appointment on 14/11/2024 at 9:00 AM,0
AWS billing statement for November 2023,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF (Limited Time),1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained #956191",1
The dirty secret of financial newsletters (Limited Time),1
Class registration confirmation – MBA 610,0
Board meeting agenda – May 2025,0
AWS billing statement for December 2024,0
Re: Project status update for Q4 2025,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained",1
The $1.9 trillion industry AI is about to demolish 🔥,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! #197101",1
Meeting notes: Data Platform Team architecture review,0
Payment received – thank you,0
Your old TV setup is outdated… try this 👇 #5290677042 #499524,1
Your order #2578 has shipped,0
Sprint 8062 planning meeting – Wed 9:00 AM,0
AWS billing statement for November 2025,0
AWS billing statement for February 2024,0
Your order #1811 has shipped,0
Your old TV setup is outdated… try this 👇 #5290677042 #798825,1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF ✅,1
Open Source Is Leading the Next Wave — See the Future at Subsurface Live,1
Meeting notes: Drexel architecture review,0
Payment received – thank you,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 🔥",1
This Drug MELTS Fat – Why Aren’t You on It Yet? #316093,1
The $1.9 trillion industry AI is about to demolish – Offer Ends Tonight,1
The $1.9 trillion industry AI is about to demolish ✅,1
Your order #3345 has shipped,0
Class registration confirmation – Data Structures,0
Sprint 3433 planning meeting – Fri 2:00 PM,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect…",1
Meeting notes: Internal Tools architecture review,0
Re: Project status update for Q1 2025,0
Re: Project status update for Q3 2023,0
Assignment feedback for Data Structures,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live – Offer Ends Tonight,1
Meeting notes: Drexel architecture review,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 #502689",1
The dirty secret of financial newsletters – Offer Ends Tonight,1
Sprint 4647 planning meeting – Thu 11:30 AM,0
Performance review discussion – November,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ 🔥,1
Notes from today's lecture – feature flags,0
Class registration confirmation – MBA 610,0
Re: Question about feature flags,0
Your order #2511 has shipped,0
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
Calendar invite: 1:1 with Daniel,0
The $1.9 trillion industry AI is about to demolish,1
Notes from today's lecture – LangChain agents,0
Sprint 3442 planning meeting – Thu 2:00 PM,0
Your order #4021 has shipped,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ – Offer Ends Tonight,1
This Drug MELTS Fat – Why Aren’t You on It Yet? (Limited Time),1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 🔥",1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF #533211,1
Re: Question about feature flags,0
Reminder: Doctor appointment on 7/9/2023 at 4:15 PM,0
Notes from today's lecture – ETL performance,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF,1
Welcome to the portfolio assistant beta program,0
Class registration confirmation – MBA 610,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ – Offer Ends Tonight,1
Zoom link for Kubernetes scaling,0
Sprint 6907 planning meeting – Mon 2:00 PM,0
The dirty secret of financial newsletters – Offer Ends Tonight,1
Your old TV setup is outdated… try this 👇 #5290677042,1
Open Source Is Leading the Next Wave — See the Future at Subsurface Live,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts ✅,1
The $1.9 trillion industry AI is about to demolish (Limited Time),1
AWS billing statement for March 2023,0
Sprint 8061 planning meeting – Mon 9:00 AM,0
The dirty secret of financial newsletters 🔥,1
Meeting notes: Vanguard architecture review,0
Last Chance to Register — Subsurface Live Is Tomorrow ✅,1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty",1
AWS billing statement for October 2025,0
Your old TV setup is outdated… try this 👇 #5290677042 🔥,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts 🔥,1
Sprint 2939 planning meeting – Fri 11:30 AM,0
This Drug MELTS Fat – Why Aren’t You on It Yet? #871369,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts ✅,1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained",1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now!",1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained (Limited Time)",1
The dirty secret of financial newsletters #296087,1
Standup summary – Cricket Club Ops,0
Payment received – thank you,0
Don't miss out on your free trial. (Limited Time),1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty #857345",1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained 🔥",1
Invoice #2562 for consulting services,0
The dirty secret of financial newsletters #154407,1
GitHub: New sign-in from Germany,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻",1
Invoice #9429 for consulting services,0
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
Payment received – thank you,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… 🔥",1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 – Offer Ends Tonight",1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained 🔥",1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) ✅,1
Re: Project status update for Q1 2023,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts 🔥,1
Standup summary – AI Platform,0
The dirty secret of financial newsletters #884864,1
Class registration confirmation – Machine Learning 501,0
Assignment feedback for Data Structures,0
Board meeting agenda – July 2025,0
Don't miss out on your free trial. (Limited Time),1
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
Notes from today's lecture – ETL performance,0
Zoom link for feature flags,0
Calendar invite: 1:1 with Daniel,0
AWS billing statement for April 2024,0
Payment received – thank you,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! – Offer Ends Tonight",1
GitHub: New sign-in from India,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) (Limited Time),1
Experience ultra-HD streaming at zero cost🎟️  #1264448583,1
Class registration confirmation – Data Structures,0
AWS billing statement for June 2024,0
AWS billing statement for July 2025,0
Last Chance to Register — Subsurface Live Is Tomorrow – Offer Ends Tonight,1
Standup summary – Data Engineering,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts (Limited Time),1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect…",1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 (Limited Time),1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! #566675",1
GitHub: New sign-in from US,0
Reminder: Doctor appointment on 3/9/2023 at 11:30 AM,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF (Limited Time),1
Assignment feedback for Operations Management,0
Last Chance to Register — Subsurface Live Is Tomorrow 🔥,1
Meeting notes: Internal Tools architecture review,0
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
Your old TV setup is outdated… try this 👇 #5290677042 🔥,1
Your order #3602 has shipped,0
Sprint 5030 planning meeting – Tue 11:30 AM,0
Board meeting agenda – November 2023,0
Re: Question about LangChain agents,0
Your old TV setup is outdated… try this 👇 #5290677042,1
GitHub: New sign-in from India,0
Notes from today's lecture – LangChain agents,0
Calendar invite: 1:1 with Raj,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live – Offer Ends Tonight,1
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
AWS billing statement for June 2023,0
GitHub: New sign-in from Singapore,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF 🔥,1
Invoice #5699 for consulting services,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 #493103",1
Your order #2342 has shipped,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 – Offer Ends Tonight",1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 🔥,1
Zoom link for feature flags,0
Sprint 7315 planning meeting – Thu 4:15 PM,0
Family photos from our trip to San Francisco,0
This Drug MELTS Fat – Why Aren’t You on It Yet? (Limited Time),1
Your order #2109 has shipped,0
The dirty secret of financial newsletters ✅,1
Don't miss out on your free trial. ✅,1
Family photos from our trip to San Francisco,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! (Limited Time)",1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 🔥",1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF #268696,1
Re: Question about feature flags,0
Re: Project status update for Q3 2023,0
Your old TV setup is outdated… try this 👇 #5290677042,1
Zoom link for Kubernetes scaling,0
Welcome to the analytics dashboard beta program,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
Welcome to the DevOps toolkit beta program,0
Zoom link for feature flags,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! ✅",1
Your old TV setup is outdated… try this 👇 #5290677042 #961173,1
Payment received – thank you,0
Board meeting agenda – February 2025,0
Reminder: Doctor appointment on 6/10/2025 at 9:00 AM,0
The $1.9 trillion industry AI is about to demolish 🔥,1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 ✅",1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ ✅,1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF 🔥,1
Re: Project status update for Q3 2023,0
Standup summary – Cloud Migration,0
Calendar invite: 1:1 with Christin,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now!",1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ 🔥,1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF 🔥,1
This Drug MELTS Fat – Why Aren’t You on It Yet? #189596,1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻",1
Reminder: Doctor appointment on 25/2/2025 at 9:00 AM,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… (Limited Time)",1
Open Source Is Leading the Next Wave — See the Future at Subsurface Live – Offer Ends Tonight,1
Board meeting agenda – October 2023,0
The $1.9 trillion industry AI is about to demolish – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty #251200",1
AWS billing statement for August 2023,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts ✅,1
Re: Project status update for Q1 2024,0
Don't miss out on your free trial. 🔥,1
Invoice #1283 for consulting services,0
The $1.9 trillion industry AI is about to demolish #152738,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 – Offer Ends Tonight,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) #303981,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 – Offer Ends Tonight,1
Assignment feedback for Machine Learning 501,0
Reminder: Doctor appointment on 20/7/2025 at 4:15 PM,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 #191012",1
Your old TV setup is outdated… try this 👇 #5290677042 ✅,1
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
